model,comparison,repeat_a,repeat_b,condition_a,condition_b,state_index,decision_date,regime,all_responses_valid_for_state,advice_disagreement,desired_disagreement,execution_disagreement,abstention_difference,exposure_difference,confidence_absolute_difference,reason_set_disagreement,citation_set_disagreement
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1096,2024-12-31,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1097,2025-01-01,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1098,2025-01-02,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1099,2025-01-03,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1100,2025-01-04,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1101,2025-01-05,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1102,2025-01-06,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1103,2025-01-07,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1104,2025-01-08,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1105,2025-01-09,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1106,2025-01-10,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1107,2025-01-11,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1108,2025-01-12,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1109,2025-01-13,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1110,2025-01-14,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1111,2025-01-15,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1112,2025-01-16,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1113,2025-01-17,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1114,2025-01-18,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1115,2025-01-19,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1116,2025-01-20,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1117,2025-01-21,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1118,2025-01-22,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1119,2025-01-23,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1120,2025-01-24,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1121,2025-01-25,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1122,2025-01-26,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1123,2025-01-27,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1124,2025-01-28,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1125,2025-01-29,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1126,2025-01-30,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1127,2025-01-31,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1128,2025-02-01,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1129,2025-02-02,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1130,2025-02-03,mix,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1131,2025-02-04,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1132,2025-02-05,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1133,2025-02-06,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1134,2025-02-07,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1135,2025-02-08,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1136,2025-02-09,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1137,2025-02-10,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1138,2025-02-11,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1139,2025-02-12,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1140,2025-02-13,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1141,2025-02-14,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1142,2025-02-15,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1143,2025-02-16,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1144,2025-02-17,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1145,2025-02-18,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1146,2025-02-19,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1147,2025-02-20,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1148,2025-02-21,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1149,2025-02-22,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1150,2025-02-23,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1151,2025-02-24,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1152,2025-02-25,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1153,2025-02-26,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1154,2025-02-27,bear,True,0,0,0,0,0.0,0.0467040217371808,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1155,2025-02-28,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1156,2025-03-01,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1157,2025-03-02,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1158,2025-03-03,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1159,2025-03-04,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1160,2025-03-05,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1161,2025-03-06,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1162,2025-03-07,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1163,2025-03-08,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1164,2025-03-09,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1165,2025-03-10,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1166,2025-03-11,bear,True,0,0,0,0,0.0,0.04657330212705135,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1167,2025-03-12,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1168,2025-03-13,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1169,2025-03-14,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1170,2025-03-15,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1171,2025-03-16,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1172,2025-03-17,bear,True,0,0,0,0,0.0,3.2978385156035017e-06,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1173,2025-03-18,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1174,2025-03-19,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1175,2025-03-20,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1176,2025-03-21,bear,True,0,0,0,0,0.0,0.0292671106858291,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1177,2025-03-22,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1178,2025-03-23,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1179,2025-03-24,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1180,2025-03-25,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1181,2025-03-26,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1182,2025-03-27,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1183,2025-03-28,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1184,2025-03-29,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1185,2025-03-30,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1186,2025-03-31,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1187,2025-04-01,bear,True,0,0,0,0,0.0,0.03350720991723899,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1188,2025-04-02,mix,True,0,0,0,0,0.0,0.15268543872432205,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1189,2025-04-03,mix,True,1,1,1,0,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1190,2025-04-04,mix,True,1,1,0,1,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1191,2025-04-05,mix,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1192,2025-04-06,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1193,2025-04-07,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1194,2025-04-08,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1195,2025-04-09,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1196,2025-04-10,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1197,2025-04-11,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1198,2025-04-12,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1199,2025-04-13,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1200,2025-04-14,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1201,2025-04-15,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1202,2025-04-16,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1203,2025-04-17,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1204,2025-04-18,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1205,2025-04-19,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1206,2025-04-20,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1207,2025-04-21,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1208,2025-04-22,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1209,2025-04-23,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1210,2025-04-24,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1211,2025-04-25,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1212,2025-04-26,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1213,2025-04-27,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1214,2025-04-28,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1215,2025-04-29,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1216,2025-04-30,mix,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1217,2025-05-01,bull,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1218,2025-05-02,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1219,2025-05-03,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1220,2025-05-04,mix,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1221,2025-05-05,bull,True,1,1,1,1,-0.04999999999999999,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1222,2025-05-06,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1223,2025-05-07,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1224,2025-05-08,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1225,2025-05-09,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1226,2025-05-10,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1227,2025-05-11,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1228,2025-05-12,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1229,2025-05-13,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1230,2025-05-14,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1231,2025-05-15,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1232,2025-05-16,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1233,2025-05-17,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1234,2025-05-18,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1235,2025-05-19,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1236,2025-05-20,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1237,2025-05-21,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1238,2025-05-22,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1239,2025-05-23,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1240,2025-05-24,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1241,2025-05-25,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1242,2025-05-26,bull,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,2,2,exposed,hidden,1243,2025-05-27,bull,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,0,2021-12-31,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,1,2022-01-01,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,2,2022-01-02,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,3,2022-01-03,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,4,2022-01-04,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,5,2022-01-05,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,6,2022-01-06,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,7,2022-01-07,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,8,2022-01-08,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,9,2022-01-09,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,10,2022-01-10,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,11,2022-01-11,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,12,2022-01-12,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,13,2022-01-13,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,14,2022-01-14,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,15,2022-01-15,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,16,2022-01-16,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,17,2022-01-17,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,18,2022-01-18,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,19,2022-01-19,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,20,2022-01-20,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,21,2022-01-21,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,22,2022-01-22,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,23,2022-01-23,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,24,2022-01-24,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,25,2022-01-25,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,26,2022-01-26,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,27,2022-01-27,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,28,2022-01-28,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,29,2022-01-29,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,30,2022-01-30,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,31,2022-01-31,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,32,2022-02-01,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,33,2022-02-02,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,34,2022-02-03,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,35,2022-02-04,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,36,2022-02-05,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,37,2022-02-06,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,38,2022-02-07,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,39,2022-02-08,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,40,2022-02-09,bear,True,0,0,0,0,0.0,0.00014397459942594448,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,41,2022-02-10,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,42,2022-02-11,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,43,2022-02-12,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,44,2022-02-13,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,45,2022-02-14,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,46,2022-02-15,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,47,2022-02-16,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,48,2022-02-17,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,49,2022-02-18,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,50,2022-02-19,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,51,2022-02-20,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,52,2022-02-21,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,53,2022-02-22,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,54,2022-02-23,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,55,2022-02-24,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,56,2022-02-25,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,57,2022-02-26,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,58,2022-02-27,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,59,2022-02-28,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,60,2022-03-01,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,61,2022-03-02,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,62,2022-03-03,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,63,2022-03-04,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,64,2022-03-05,bear,True,0,0,0,0,0.0,0.0,0,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,65,2022-03-06,bear,True,0,0,0,0,0.0,0.0,1,1
qwen3-coder:30b,between_contexts,3,3,exposed,hidden,66,2022-03-07,bear,True,0,0,0,0,0.0,0.0,0,1
